CollectibleId,Title,Sport,Purchase Price (USD),Purchase Date MM-DD-YYYY,Player,Set,Year,Card Manufacturer,Card Number,Card Condition,Professional Grader,Grade,Certification Number,Exclude
4dbcb158-412b-3022-8e39-1fcd2b13cf97,Panini Adrenalyn XL Premier League 2019/20 Gabriel Martinelli-ROOKIE-Arsenal #15,Soccer,3.95,07-23-2021,Gabriel Martinelli,Panini Adrenalyn XL,,Panini,#15,,Not Professionally Graded,Ungraded,,Y
d088462d-d25c-42e6-89b6-e2421ba7ae0d,Gabriel Martinelli #15 2019-20 Panini Adrenalyn XL,Soccer,1.0,10-18-2023,Gabriel Martinelli,2019-20 Panini Adrenalyn XL,2022,,15,,,,,
53e6464a-782f-41bc-9cff-9733481af35c,Erling Haaland #CB-EH Crystal Ballers /50 2022-23 Topps Crystal UCL,Soccer,1.0,10-18-2023,Erling Haaland,2022-23 Topps Crystal UCL,2022,,CB-EH,,,,,
c3d45629-a748-4670-a59b-40079c3a3c3e,Bukayo Saka #40 2020-21 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Bukayo Saka,2020-21 Panini Prizm Premier League,2022,,40,,,,,
319d811e-22a5-47e8-b922-86ee492bbd46,Bukayo Saka #40 2020-21 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Bukayo Saka,2020-21 Panini Prizm Premier League,2022,,40,,,,,
5272a0a3-b68b-4a3e-9f50-72db64702469,Bukayo Saka #40 2020-21 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Bukayo Saka,2020-21 Panini Prizm Premier League,2022,,40,,,,,
aa109d28-454a-4961-95a3-73bbd32536d7,Bukayo Saka #40 2020-21 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Bukayo Saka,2020-21 Panini Prizm Premier League,2022,,40,,,,,
6234a78c-0c3e-452d-9188-a53449d38e66,Bukayo Saka #40 2020-21 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Bukayo Saka,2020-21 Panini Prizm Premier League,2022,,40,,,,,
394fde35-cb3e-4182-b762-a73d1e62099e,Lionel Messi # 2006 Showcase Prospects,Soccer,1.0,10-18-2023,Lionel Messi,2006 Showcase Prospects,2022,,,,,,,
99ebb0a4-0766-4399-b63f-bfd283bb4f87,Jude Bellingham #JB-7 Joga Bonito 2021-22 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Jude Bellingham,2021-22 Topps Chrome UEFA Champions League,2022,,JB-7,,,,,
0539696a-95c9-4bd2-9d13-3d24289a4e2d,Kevin De Bruyne #75 2016 Topps Premier Club,Soccer,1.0,10-18-2023,Kevin De Bruyne,2016 Topps Premier Club,2022,,75,,,,,
fd5923d7-152c-3794-ab3c-8bc1f91cd496,2022-23 JOELINTON 23/68 AUTO PANINI IMMACULATE COLLECTION PREMIER LEAGUE,Soccer,16.0,11-04-2023,,,,,,,,,,
cb830e27-9fb8-472d-85ab-c6fe611066a2,Yunus Musah #169 Certified Bronze /500 Patch 2021-22 Panini Chronicles La Liga,Soccer,1.0,10-17-2023,Yunus Musah,2021-22 Panini Chronicles Certified La Liga,2022,,169,,,,,Y
fd207a2b-a86a-40b7-b982-fe6216b5c756,Declan Rice #PS-DR1 Base Autograph /35 Autograph 2022 Leaf Pro Set,Soccer,1.0,10-18-2023,Declan Rice,2022 Leaf Pro Set,2022,,PS-DR1,,,,,
a9c01e6b-3689-3b5e-ad2e-dcb014b0e9a9,2023 BUKAYO SAKA 13/75 TOPPS CHROME UEFA EUROPA LEAGUE GOLAZO WAVE,Soccer,15.0,11-04-2023,,,,,,,,,,
8772cdc3-02d5-4b0c-91fa-6fe7ef49a493,Declan Rice #RT-28 Red 2019-20 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Declan Rice,2019-20 Panini Chronicles Soccer,2022,,RT-28,,,,,
aa4d5f62-5ad9-45e8-9baa-f61a5eebca85,Frenkie De Jong #T-FDJ Tools of the Trade /199 Patch 2020-21 Panini Chronicles,Soccer,1.0,10-18-2023,Frenkie De Jong,2020-21 Panini Chronicles Soccer,2022,,T-FDJ,,,,,Y
3b5808e2-5683-35f0-9a68-593cb8b57525,2023 ERLING HAALAND 94/99 TOPPS CRYSTAL PREMIUM UEFA CHAMPIONS LEAGUE,Soccer,15.0,11-04-2023,,,,,,,,,,
dcb048eb-e7fd-4f40-87a3-85c803f0dab8,Kevin Schade #60 Black /250 Autograph 2021-22 Topps Bundesliga,Soccer,1.0,10-18-2023,Kevin Schade,2021-22 Topps Bundesliga,2022,,60,,,,,
fcfa87e6-cc75-4233-bb43-880776b70718,Gabriel Martinelli #14 Fireworks 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Gabriel Martinelli,2021-22 Panini Prizm Premier League,2022,,14,,,,,
76d90fa5-d7e1-40f3-aa02-cadf9c2685be,Erling Haaland #160 Red /99 2022-23 Panini Donruss Soccer,Soccer,1.0,10-18-2023,Erling Haaland,2022-23 Panini Donruss Soccer,2022,,160,,,,,
61d6bd9c-bb52-3bb0-8263-bf57342e5633,2022 MOHAMMED KUDUS 111/175 AUTO TOPPS FINEST UEFA CHAMPIONS LEAGUE REFRACTOR,Soccer,14.5,11-04-2023,,,,,,,,,,
8418a8e7-84a6-40d8-92ef-c98c22010c48,Kevin De Bruyne #64 2015-16 Topps Premier Club,Soccer,1.0,10-18-2023,Kevin De Bruyne,2015-16 Topps Premier Club,2022,,64,,,,,
8586db38-8f9b-4acf-9c11-83e28f5bad7a,Declan Rice #237 Green 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Declan Rice,2021-22 Panini Prizm Premier League,2022,,237,,,,,
722009a4-d439-4048-a493-0b536642031a,Brenden Aaronson #200 Pink /35 2022 Panini Prizm World Cup,Soccer,1.0,10-18-2023,Brenden Aaronson,2022 Panini Prizm World Cup,2022,,200,,,,,
731bd0b7-c60a-4d2c-9aff-2e0d5d4fe0c3,Gabriel Jesus #AA-GJ Archival Autographs /75 Autograph 2021-22 Topps Museum UCL,Soccer,1.0,10-17-2023,Gabriel Jesus,2021-22 Topps Museum UEFA Champions League,2022,,AA-GJ,,,,,Y
d1ae9192-baaf-3d77-95c1-66ec1427cc7a,2022-23 Panini chronicles origins soccer Erling Haaland blue 22/99 Man city,Soccer,13.5,09-07-2023,,2022 Panini Chronicles,,,,,,,,
32daa0dd-0d57-428c-91ae-1226955e9965,Gabriel Jesus #A-GJ Autograph 2021-22 Topps Merlin Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Gabriel Jesus,2021-22 Topps Merlin Chrome UEFA Champions League,2022,,A-GJ,,,,,
0e4178ae-664c-45bf-bb12-2b0bcd64a3a1,Gabriel Jesus #A-GJ Autograph 2021-22 Topps Merlin Chrome UEFA Champions League,Soccer,1.0,10-17-2023,Gabriel Jesus,2021-22 Topps Merlin Chrome UEFA Champions League,2022,,A-GJ,,,,,
5f02a653-1282-340a-b23b-761d82815936,2021-22 Panini Mosaic EPL BUKAYO SAKA /49 Purple Mosaic Prizm Arsenal #62,Soccer,13.09,10-11-2023,,2021-22 Panini Mosaic EPL,,,,,,,,
c8643e90-9d3b-4c81-a855-b1a0a5fabf33,Gabriel #S-G Autograph 2022-23 Panini Prizm Premier League,Soccer,1.0,10-17-2023,Gabriel,2022-23 Panini Prizm Premier League,2022,,S-G,,,,,
e4e6790b-d5bc-4f79-9514-079fa5461b38,Lionel Messi #48 2016-17 Panini Donruss Picture Perfect,Soccer,1.0,10-18-2023,Lionel Messi,2016-17 Panini Donruss Picture Perfect,2022,,48,,,,,
d05c0b13-9cfb-46b2-bd78-e3f670c0af8e,Thomas Partey #S-TPA Signatures Autograph 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Thomas Partey,2021-22 Panini Prizm Premier League,2022,,S-TPA,,,,,
892810e6-bd78-3eef-8de2-4ec6cdc657f2,2022-23 BUKAYO SAKA 40/75 PANINI SELECT PREMIER LEAGUE MEZZANINE ORANGE,Soccer,12.5,11-04-2023,,,,,,,,,,
c055efc1-99c7-46ff-aa46-428f45644439,Callum Hudson-Odoi #S-CHO Circles Autograph 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Callum Hudson-Odoi,2021-22 Panini Prizm Premier League,2022,,S-CHO,,,,,
68b888a5-6e98-434f-a9e6-e61afc8615bd,Jack Grealish #21 2020-21 Panini Revolution,Soccer,1.0,10-18-2023,Jack Grealish,2020-21 Panini Revolution,2022,,21,,,,,
b9fb4492-5ce6-3169-a7de-6c2e2a4b672e,2022-23 Panini Impeccable Premier League Soccer Stainless Stars Michael Olise,Soccer,11.57,08-15-2023,,,,,,,,,,
a888919a-5bbf-4189-8dfe-f7930471622d,Cristiano Ronaldo #162 2008 Panini UEFA Euro,Soccer,1.0,10-18-2023,Cristiano Ronaldo,2008 Panini UEFA Euro,2022,,162,,,,,
8b351302-3890-4990-9f25-845a64589dcc,Declan Rice #RT-28 Rookie Ticket 2019-20 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Declan Rice,2019-20 Panini Chronicles Soccer,2022,,RT-28,,,,,
d3775150-802b-4044-aa2d-1a23704a2345,Declan Rice #RT-28 Rookie Ticket 2019-20 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Declan Rice,2019-20 Panini Chronicles Soccer,2022,,RT-28,,,,,
797b3946-7d27-499f-b835-fa7fd2600ef6,Erling Haaland #49 Pink 2020-21 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Erling Haaland,2020-21 Topps Chrome UEFA Champions League,2022,,49,,,,,
c7c18d83-b1e7-4479-9389-038b5dde3c70,Taiwo Awoniyi #16 Purple /299 2021-22 Topps Chrome Bundesliga,Soccer,1.0,10-18-2023,Taiwo Awoniyi,2021-22 Topps Chrome Bundesliga,2022,,16,,,,,
77ab7181-125f-37d8-b910-4f8cf490d758,2020-21 TOPPS CHROME UEFA CHAMPIONS LEAGUE ERLING HAALAND FUTURE STARS REFRACTOR,Soccer,4.25,07-05-2021,,,,,#FS-EH,Near Mint,,,,
e9d60b7f-34a6-4bca-a993-c8b2515b63cc,Tommy Doyle #95 Red Prizm /29 2020-21 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Tommy Doyle,2020-21 Panini Prizm Premier League,2022,,95,,,,,
a7e360fb-a663-4fa9-8c35-9ca468ff2a1b,Kyle Walker #AC-KW Autograph 2022-23 Topps Merlin Chrome UEFA Club Competitions,Soccer,1.0,10-18-2023,Kyle Walker,2022-23 Topps Merlin Chrome UEFA Club Competitions,2022,,AC-KW,,,,,
843eb752-4a76-4315-87e5-46c829810f8a,Erling Haaland #10 Ray Wave /199 2021-22 Topps Finest UEFA Champions League,Soccer,1.0,10-18-2023,Erling Haaland,2021-22 Topps Finest UEFA Champions League,2022,,10,,,,,
43b49588-e6bb-3a03-be99-df3b3c9bde9d,2022-23 WILLIAM SALIBA 27/40 PANINI OBSIDIAN ROOKIE RC #142,Soccer,10.5,11-04-2023,,,,,,,,,,
2f0ef0e9-ceb3-4f6c-900b-9625d7901be4,Tony Adams #S-TA Silver /99 Autograph 2022-23 Panini Prizm Premier League,Soccer,1.0,10-17-2023,Tony Adams,2022-23 Panini Prizm Premier League,2022,,S-TA,,,,,
228cf174-a703-46df-880c-bfdf2ce7b4f7,Ryan Gravenberch #BA-RG Base Autograph 2021-22 Topps Finest UCL,Soccer,1.0,10-18-2023,Ryan Gravenberch,2021-22 Topps Finest UEFA Champions League,2022,,BA-RG,,,,,Y
02748269-6f82-493b-bca5-bc9f55856906,Ryan Gravenberch #BA-RG Autograph 2021-22 Topps Finest UEFA Champions League,Soccer,1.0,10-18-2023,Ryan Gravenberch,2021-22 Topps Finest UEFA Champions League,2022,,BA-RG,,,,,
fd86a9e1-10d9-33b0-921f-4f5c0653a72d,2022-23 VINICIUS JR 39/49 PANINI DONRUSS FIFA,Soccer,10.0,11-04-2023,,,,,,,,,,
59ce9ea3-1773-4a58-8ab8-d6d010ad2d74,Bukayo Saka #54 Press Proof Gold /349 2021-22 Panini Donruss Road To Qatar,Soccer,1.0,10-18-2023,Bukayo Saka,2021-22 Panini Donruss Road To Qatar,2022,,54,,,,,
1a79167a-65a5-3b60-b073-811f6aa47c03,2022 SVEN BOTMAN 41/50 TOPPS UEFA CHAMPIONS LEAGUE JADE TIGER ROOKIE RC #105,Soccer,10.0,11-04-2023,,,,,,,,,,
747a6b57-5aec-411e-a4a0-82468ae6c509,Kieran Tierney #1 Blue /99 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Kieran Tierney,2021-22 Panini Prizm Premier League,2022,,1,,,,,
9397c9e6-b011-4896-97de-40c1d84daaf2,Bukayo Saka #11 Purple Mojo 2020-21 Prizm Premier League,Soccer,1.0,10-18-2023,Bukayo Saka,2020-21 Prizm Premier League,2022,,11,,,,,
f38872c4-3f1f-442b-b963-4cc69c06399f,Taiwo Awoniyi #16 Gold 2021-22 Topps Bundesliga,Soccer,1.0,10-18-2023,Taiwo Awoniyi,2021-22 Topps Bundesliga,2022,,16,,,,,
a21e50d3-f00c-43ff-bc81-b528219f4141,Ademola Lookman #3 /438 Autograph 2020-21 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Ademola Lookman,2020-21 Panini Prizm Premier League,2022,,3,,,,,
2191bb63-5236-4007-a941-a1e5f44c8aff,Bukayo Saka #202 Purple /99 2021-22 Panini Prizm Premier League,Soccer,1.0,10-16-2023,Bukayo Saka,2021-22 Panini Prizm Premier League,2022,,202,,,,,
184dd232-0f43-4525-84c1-b0f0c8e9cf39,Heung-Min Son #129 2015-16 Topps Premier Club,Soccer,1.0,10-18-2023,Heung-Min Son,2015-16 Topps Premier Club,2022,,129,,,,,
4a449c08-c27a-4f95-b008-c1b8bec716d6,Bukayo Saka #202 Multicolour 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Bukayo Saka,2021-22 Panini Prizm Premier League,2022,,202,,,,,
260007de-f23f-4041-be6f-d74d9d905412,Bukayo Saka #202 Red /199 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Bukayo Saka,2021-22 Panini Prizm Premier League,2022,,202,,,,,
dbe0cfa5-98be-4456-9cba-4c2656ac54d8,Cole Palmer #S-CPM Silver Autograph /99 2022-23 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Cole Palmer,2022-23 Panini Prizm Premier League,2022,,S-CPM,,,,,
aee410c5-623c-33f9-93a6-7308d3853ca9,2022-23 Panini Prizm Bukayo Saka /99,Soccer,24.95,09-09-2023,,2022 Panini Prizm,,,,,,,,
00915846-61f5-4e45-8b66-c8677f06f5d2,Kevin De Bruyne #74 2016 Topps Premier Gold,Soccer,1.0,10-18-2023,Kevin De Bruyne,2016 Topps Premier Gold,2022,,74,,,,,
60a3a2db-3184-4dab-a51b-516967a7d3f6,Ben Chilwell #BA-BC Autograph 2021-22 Topps Finest UEFA Champions League,Soccer,1.0,10-18-2023,Ben Chilwell,2021-22 Topps Finest UEFA Champions League,2022,,BA-BC,,,,,
dfae3df5-6be9-4df9-948f-095e8bdb90b5,Declan Rice #133 2022-23 Topps Now UEFA Champions League,Soccer,1.0,10-18-2023,Declan Rice,2022-23 Topps Now UEFA Champions League,2022,,133,,,,,
f7e46f8f-d443-43c7-861e-e17eab8bf4af,Declan Rice #133 2022-23 Topps Now UEFA Champions League,Soccer,1.0,10-18-2023,Declan Rice,2022-23 Topps Now UEFA Champions League,2022,,133,,,,,
9163f85a-8422-4213-aaa3-42781787304b,Gabriel Martinelli #203 Multicolour 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Gabriel Martinelli,2021-22 Panini Prizm Premier League,2022,,203,,,,,
d43339be-12f9-45ad-91f1-690ab194625d,Gabriel Martinelli #203 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Gabriel Martinelli,2021-22 Panini Prizm Premier League,2022,,203,,,,,
a95b32e6-4368-411f-893f-4e0b2df42779,Gabriel Martinelli #203 Multicolour 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Gabriel Martinelli,2021-22 Panini Prizm Premier League,2022,,203,,,,,
e4a722c3-cdff-4ac6-bf6d-ab2727408e85,Sven Botman #CA-SB Autograph 2021-22 Topps Stadium Club Chrome,Soccer,1.0,10-18-2023,Sven Botman,2021-22 Topps Stadium Club Chrome,2022,,CA-SB,,,,,
6b79cad2-87da-4833-9b8b-0572c6a33801,Xavi #65 2003-04 Panini La Liga Megacracks,Soccer,1.0,10-18-2023,Xavi,2003-04 Panini La Liga Megacracks,2022,,65,,,,,
bdfb8ab1-303d-427f-9440-bdcf35fad56b,Bukayo Saka #81 Origins 2021-22 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Bukayo Saka,2021-22 Panini Chronicles Soccer,2022,,81,,,,,
3b542c4d-86f2-49da-890d-f4a61241e34c,Kaoru Mitoma #196 Red 2022-23 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Kaoru Mitoma,2022-23 Panini Prizm Premier League,2022,,196,,,,,
fb0f9611-83a4-4bef-852e-09bfb4340852,Erling Haaland #CL10 100 Club 2020-21 Topps Match Attax Champions League,Soccer,1.0,10-18-2023,Erling Haaland,2020-21 Topps Match Attax Champions League,2022,,CL10,,,,,
663e7742-70d8-407a-9d03-d049ccd8bc2c,Declan Rice #82 Peacock 2021-22 Panini Mosaic Premier League,Soccer,1.0,10-18-2023,Declan Rice,2021-22 Panini Mosaic Premier League,2022,,82,,,,,
b0fe0c29-dc72-4b23-9ba2-18793f55cd26,Bukayo Saka #54 Optic Silver 2021-22 Panini Donruss Road To Qatar,Soccer,1.0,10-18-2023,Bukayo Saka,2021-22 Panini Donruss Road To Qatar,2022,,54,,,,,
845f16c6-850b-435b-9652-5ebc2c7e7590,James Maddison #RT-21 Rookie Ticket 2019-20 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,James Maddison,2019-20 Panini Chronicles Soccer,2022,,RT-21,,,,,
d5cd4a42-a44b-4b56-9dea-0c803f1f313a,James Maddison #RT-21 Rookie Ticket 2019-20 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,James Maddison,2019-20 Panini Chronicles Soccer,2022,,RT-21,,,,,
b855ee06-46e2-45d2-b970-d6ad7304fc21,John Stones #TM-JST Trifecta Material /149 2021-22 Panini Obsidian Soccer,Soccer,1.0,10-18-2023,John Stones,2021-22 Panini Obsidian Soccer,2022,,TM-JST,,,,,
475ef8c6-a77b-4dd3-9d5e-b6079b78f088,Matty Cash #207 2020-21 Panini Revolution Premier League,Soccer,1.0,10-18-2023,Matty Cash,2020-21 Panini Revolution Premier League,2022,,207,,,,,
02622f67-8862-4a98-a9d8-92a1e8bbd65e,Jack Grealish #19 Future Star 2015-16 Topps Premier Club,Soccer,1.0,10-18-2023,Jack Grealish,2015-16 Topps Premier Club,2022,,19,,,,,
8c75c66d-fb0f-4f3c-93b5-42f58d39745a,Jack Grealish #19 Future Star 2015-16 Topps Premier Club,Soccer,1.0,10-18-2023,Jack Grealish,2015-16 Topps Premier Club,2022,,19,,,,,
5f43ecb6-133d-4341-8b2b-fa4013d3a4db,Matty Cash #S-MAT Signatures Autograph 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Matty Cash,2021-22 Panini Prizm Premier League,2022,,S-MAT,,,,,
9d354918-9b4d-40ab-baa8-e47962f83e2c,Javier Hernandez #HT-JH Historic Ticket 2019-20 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Javier Hernandez,2019-20 Panini Chronicles Soccer,2022,,HT-JH,,,,,
f817797a-ee2c-415f-82ec-e7f5ce799062,Frenkie De Jong #RT-3 Rookie Ticket 2019-20 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Frenkie De Jong,2019-20 Panini Chronicles Soccer,2022,,RT-3,,,,,
f049f66c-d93c-4d4f-a4a6-5eb4786916d4,Andres Iniesta #398 2003-04 Panini La Liga Megapromesas,Soccer,1.0,10-18-2023,Andres Iniesta,2003-04 Panini La Liga Megapromesas,2022,,398,,,,,
d19eb053-a421-41c7-8c2b-4468b0744ed2,Mohamed Salah #255 Pink 2020-21 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Mohamed Salah,2020-21 Panini Prizm Premier League,2022,,255,,,,,
b163472d-37ef-460b-bc64-fe6373d80c39,Rico Lewis #17 Red /99 2022-23 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Rico Lewis,2022-23 Panini Prizm Premier League,2022,,17,,,,,
999ea6e2-9baf-4847-b188-a229f11411ce,Francesco Totti #103 1998 Panini Calcio Serie A,Soccer,1.0,10-18-2023,Francesco Totti,1998 Panini Calcio Serie A,2022,,103,,,,,
2d49c299-9081-418d-95fe-8a238f4c519d,George Weah #123 1998 Panini Calcio Serie A,Soccer,1.0,10-18-2023,George Weah,1998 Panini Calcio Serie A,2022,,123,,,,,
ee9a7c1c-b7c2-408e-a5f6-1b9f98eba64c,Malik Tillman #FA-MTL /150 Autograph 2020-21 Topps Finest UEFA Champions League,Soccer,1.0,10-18-2023,Malik Tillman,2020-21 Topps Finest UEFA Champions League,2022,,FA-MTL,,,,,
97be354b-9509-41fd-8081-e18768a7dba0,Kevin De Bruyne #12 Speckle 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Kevin De Bruyne,2021-22 Panini Prizm Premier League,2022,,12,,,,,
8103d2d1-fc4c-383c-9ba3-fb79662ee59c,2022-23 ROMEO LAVIA 20/49 PANINI CHRONICLES XR PREMIER LEAGUE ROOKIE RC #124,Soccer,7.5,11-04-2023,,,,,,,,,,
04fbba63-292f-4277-bfdb-39480e8e982e,Fabio Carvalho #198 Pink /99 2022-23 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Fabio Carvalho,2022-23 Panini Prizm Premier League,2022,,198,,,,,
3bae8b4b-c38d-455b-9ce5-0ec5308091c0,Cristiano Ronaldo #12 /4457 2020 Panini Instant UEFA Euro,Soccer,1.0,10-17-2023,Cristiano Ronaldo,2020 Panini Instant UEFA Euro,2022,,12,,,,,
9411c00d-e0cb-389d-8c2e-ccb82379db15,2022-23 Panini Select Premier League Select Stars Pink Declan Rice /25,Soccer,7.25,09-04-2023,,2022 Panini Select,,,,,,,,
6c5c6941-d2af-474c-b0d6-5756b9fafa8f,Romeo Lavia #211 Pink /199 2022-23 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Romeo Lavia,2022-23 Panini Prizm Premier League,2022,,211,,,,,
2c22d777-240f-4692-aea5-7ab0de8e66ca,Jack Clarke #161 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Jack Clarke,2021-22 Panini Prizm Premier League,2022,,161,,,,,
4a19c58c-810d-46bf-a6a1-1c5d217d16b6,Bukayo Saka #202 Blue /340 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Bukayo Saka,2021-22 Panini Prizm Premier League,2022,,202,,,,,
869b21d6-5073-4490-a8d6-5e0dbc5a7fbb,Bukayo Saka #202 Blue /340 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Bukayo Saka,2021-22 Panini Prizm Premier League,2022,,202,,,,,
91507679-de8c-448b-98fe-b83fc27c3ffe,Frenkie De Jong #91 2020 Panini Select UEFA Euro,Soccer,1.0,10-18-2023,Frenkie De Jong,2020 Panini Select UEFA Euro,2022,,91,,,,,
ac2b3fe2-3f1c-43d6-b6f5-7abb48df5a21,Rico Lewis # Green /75 2023 Topps Manchester City Team Set,Soccer,1.0,10-18-2023,Rico Lewis,2023 Topps Manchester City Team Set,2022,,,,,,,
84597747-9641-4ab8-a05d-24466759d23f,Weston Mckennie #175 Refractor 2021-22 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Weston Mckennie,2021-22 Topps Chrome UEFA Champions League,2022,,175,,,,,
e277cbc3-94ce-4d62-8a94-f420afcb2ba6,Patrick Bamford #6 /295 Autograph 2020-21 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Patrick Bamford,2020-21 Panini Chronicles Soccer,2022,,6,,,,,
c0118247-9322-497c-8236-68ec09378722,Antony #45 2020-21 Topps Merlin Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Antony,2020-21 Topps Merlin Chrome UEFA Champions League,2022,,45,,,,,
9df0c0ba-ecc8-4118-9a3d-1304cbfff338,Illan Meslier #S-IM Signatures Autograph 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Illan Meslier,2021-22 Panini Prizm Premier League,2022,,S-IM,,,,,
88515249-2f67-4c8e-b24d-26ba523fc88f,Pedri #26 2020-21 Topps Stadium Club Chrome UEFA UCL,Soccer,1.0,10-18-2023,Pedri,2020-21 Topps Stadium Club Chrome UEFA UCL,2022,,26,,,,,
0d84f1e1-bd83-45af-b755-f7ec5952d66d,William Saliba #78 Origins Blue /99 2022-23 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,William Saliba,2022-23 Panini Chronicles Soccer,2022,,78,,,,,
66598616-6a3f-4c20-98a3-e57da0f54696,Lionel Messi #68 2015 Panini Donruss Soccer,Soccer,1.0,10-18-2023,Lionel Messi,2015 Panini Donruss Soccer,2022,,68,,,,,
1d5600b0-b283-47b8-b6ce-bb1f085ff2e6,Gabriel Martinelli #203 Silver 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Gabriel Martinelli,2021-22 Panini Prizm Premier League,2022,,203,,,,,
d0af8925-b990-424e-9a97-a3b8c3d3294e,Yunus Musah #161 Press Proof Gold /349 2021-22 Panini Donruss Road To Qatar,Soccer,1.0,10-18-2023,Yunus Musah,2021-22 Panini Donruss Road To Qatar,2022,,161,,,,,
220a48ab-4983-49a0-84c9-fb78ab63d034,Nicolo Barella #30 Refractor 2021-22 Topps Finest UEFA Champions League,Soccer,1.0,10-18-2023,Nicolo Barella,2021-22 Topps Finest UEFA Champions League,2022,,30,,,,,
ea576a9a-6e49-35e8-aa05-0811688ae11e,KEVIN DE BRUYNE - TOPPS - PREMIER LEAGUE MANCHESTER CITY - EPL #64,Soccer,2.99,04-16-2021,KEVIN DE BRUYNE,TOPPS,,Topps,#64,,Not Professionally Graded,Ungraded,,Y
77b3e8c8-ab6c-4241-9751-9731efab7e22,Eberechi Eze #20 Red /99 2022-23 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Eberechi Eze,2022-23 Panini Prizm Premier League,2022,,20,,,,,
0d92c77e-c725-4abf-9711-3861d2751d6e,Anthony Gordon #S-AGO Circles Autograph 2022-23 Panini Prizm Premier League,Soccer,1.0,10-17-2023,Anthony Gordon,2022-23 Panini Prizm Premier League,2022,,S-AGO,,,,,
0c6d5690-cffc-4019-8746-2c021f894ffd,Leandro Trossard #187 Teal Prizm /49 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Leandro Trossard,2021-22 Panini Prizm Premier League,2022,,187,,,,,
085f261e-51d6-4fb9-8620-95e329172b0b,Jacob Ramsey #O-JRY Origins /500 Autograph 2021-22 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Jacob Ramsey,2021-22 Panini Chronicles Soccer,2022,,O-JRY,,,,,
5bf7e5f4-3e70-3642-974f-6280ff40555f,Panini Select 2022-2023 2022-23 2022/2023 2022/23 E FOOTBALL SOCCER CARD BASE 26,Soccer,2.99,08-16-2023,,,,Panini,,,,Ungraded,,
64f201c3-5713-3978-bd27-59bccab7d19a,Panini Select 2022-2023 2022-23 2022/2023 2022/23 E FOOTBALL SOCCER CARD BASE 26,Soccer,2.99,08-16-2023,,,,Panini,,,,Ungraded,,
96e6f5d1-a881-3f51-80c7-b5384bbb3b28,Panini Select 2022-2023 2022-23 2022/2023 2022/23 E FOOTBALL SOCCER CARD BASE 26,Soccer,2.99,08-16-2023,,,,Panini,,,,Ungraded,,
